,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01012234,393,122,229,0,22,0,13,5,2
S01012235,192,114,67,0,2,0,6,1,2
S01012236,278,85,119,0,23,2,45,3,1
S01012237,319,158,143,0,2,3,13,0,0
S01012238,309,78,113,0,66,2,41,4,5
S01012239,274,67,87,0,85,0,25,8,2
S01012240,391,138,143,0,68,0,32,6,4
S01012241,232,107,101,0,6,2,15,0,1
S01012242,307,150,142,1,4,1,4,1,4
S01012243,244,95,116,0,3,6,19,4,1
S01012244,347,124,148,3,0,7,35,10,20
S01012245,335,137,99,0,0,68,20,7,4
S01012246,301,122,131,7,0,18,18,4,1
S01012247,303,123,117,2,0,16,28,1,16
S01012248,332,115,105,0,0,26,66,2,18
S01012249,365,121,114,5,0,41,49,11,24
S01012250,301,131,73,2,0,9,54,8,24
S01012251,457,130,128,7,0,137,39,3,13
S01012252,333,82,100,7,0,113,24,4,3
S01012253,508,155,104,1,0,151,72,18,7
S01012254,399,137,140,0,0,49,59,11,3
S01012255,475,212,110,3,0,55,74,9,12
S01012256,327,120,147,1,0,45,13,1,0
S01012257,412,158,127,1,0,99,15,7,5
S01012258,297,149,126,0,0,6,14,0,2
S01012259,277,175,79,0,0,4,9,8,2
S01012260,368,117,137,0,0,95,16,1,2
S01012261,322,90,173,0,0,37,18,2,2
S01012262,343,102,94,1,0,11,103,2,30
S01012263,366,108,105,0,0,97,35,11,10
S01012264,222,70,79,0,0,48,20,1,4
S01012265,340,91,99,0,0,132,11,3,4
S01012266,536,166,189,1,0,137,33,5,5
S01012267,318,139,130,0,0,10,30,6,3
S01012268,265,65,63,0,0,5,91,9,32
S01012269,461,178,162,5,0,74,28,4,10
S01012270,348,94,123,1,0,90,26,6,8
S01012271,421,146,136,0,0,25,68,9,37
S01012272,305,99,127,0,0,49,26,1,3
S01012273,297,125,101,0,0,21,33,1,16
S01012274,432,116,178,0,0,86,42,7,3
S01012275,450,69,97,4,0,110,155,11,4
S01012276,463,103,166,2,0,120,60,9,3
S01012277,482,113,173,0,0,110,73,11,2
S01012278,401,81,87,1,0,99,113,14,6
S01012279,407,81,97,0,0,127,93,6,3
S01012280,409,95,149,0,0,140,16,2,7
S01012281,371,110,121,1,0,40,86,5,8
S01012282,466,174,119,0,0,106,50,6,11
S01012283,369,132,112,0,0,90,28,4,3
S01012284,436,103,87,2,0,160,62,14,8
S01012285,266,118,74,0,0,57,13,0,4
S01012286,493,136,116,0,0,184,28,25,4
S01012287,479,59,55,0,0,344,12,3,6
S01012288,377,77,49,0,0,229,14,3,5
S01012289,411,245,97,1,0,27,34,3,4
S01012290,292,89,80,0,0,84,25,6,8
S01012291,421,121,161,0,0,66,60,2,11
S01012292,341,165,89,1,0,21,45,1,19
S01012293,212,85,71,0,0,39,15,0,2
S01012294,371,104,148,8,0,81,21,5,4
S01012295,280,34,125,12,0,69,36,3,1
S01012296,330,68,169,0,0,42,41,3,7
S01012297,253,111,82,0,0,3,36,5,16
S01012298,374,122,145,7,0,62,26,4,8
S01012299,257,84,91,2,0,6,45,7,22
S01012300,294,92,86,1,0,87,20,4,4
S01012301,407,129,83,0,0,48,105,6,36
S01012302,240,72,50,0,0,9,73,5,31
S01012303,378,161,104,1,0,19,53,9,31
S01012304,424,176,124,1,0,45,51,8,19
S01012305,333,133,72,3,0,86,30,6,3
S01012306,308,71,48,0,0,149,29,7,4
S01012307,323,98,61,3,0,127,31,1,2
S01012308,334,117,119,0,0,74,19,2,3
S01012309,245,96,67,1,0,57,15,3,6
S01012310,427,193,91,1,0,52,70,7,13
S01012311,263,138,75,0,0,34,6,3,7
S01012312,439,169,128,3,0,58,58,4,19
S01012313,345,125,101,1,0,56,43,5,14
S01012314,365,97,97,5,0,148,7,5,6
S01012315,400,144,74,1,0,132,36,6,7
S01012316,315,86,63,0,0,144,15,3,4
S01012317,209,64,80,0,0,44,19,0,2
S01012318,329,87,93,1,0,131,11,1,5
S01012319,343,113,60,0,0,13,126,4,27
S01012320,276,74,74,0,0,106,13,2,7
S01012321,339,120,108,1,0,73,30,2,5
S01012322,453,185,106,1,0,22,104,10,25
S01012323,403,196,106,1,0,16,65,3,16
S01012324,365,130,53,0,0,8,147,2,25
S01012325,301,147,54,0,0,72,14,4,10
S01012326,310,81,59,3,0,117,39,5,6
S01012327,366,127,88,0,0,113,25,8,5
S01012328,293,135,58,1,0,72,16,2,9
S01012329,381,114,58,3,0,27,130,8,41
S01012330,280,127,77,0,0,41,21,5,9
S01012331,265,80,136,2,0,20,20,1,6
S01012332,435,158,85,0,0,20,130,4,38
S01012333,452,168,87,4,0,10,153,4,26
S01012334,365,133,93,0,0,111,16,5,7
S01012335,414,120,180,5,0,72,26,5,6
S01012336,275,103,88,0,0,61,11,2,10
S01012337,453,116,74,0,0,210,33,5,15
S01012338,384,132,79,0,0,82,70,6,15
S01012339,366,93,58,7,0,102,88,10,8
S01012340,477,181,106,4,0,156,20,5,5
S01012341,404,148,115,2,0,14,87,11,27
S01012342,403,135,97,1,0,55,84,5,26
S01012343,448,134,83,1,0,33,157,12,28
S01012344,296,71,84,0,0,113,21,0,7
S01012345,321,105,122,1,0,70,14,4,5
S01012346,361,110,67,2,0,14,113,9,46
S01012347,364,121,119,0,0,96,20,5,3
S01012348,325,126,108,5,0,49,32,1,4
S01012349,402,105,124,1,0,136,20,5,11
S01012350,337,126,86,0,0,101,17,0,7
S01012351,373,85,139,1,0,116,23,3,6
S01012352,350,107,116,0,0,74,35,13,5
S01012353,453,98,85,3,0,170,71,11,15
S01012354,385,175,76,2,0,70,37,10,15
S01012355,377,150,80,1,0,10,85,13,38
S01012356,320,146,98,2,0,51,16,2,5
S01012357,355,177,98,0,0,3,56,4,17
S01012358,343,170,76,0,0,22,54,3,18
S01012359,367,79,64,4,0,190,23,2,5
S01012360,324,53,57,1,0,180,30,3,0
S01012361,275,37,53,1,0,174,6,2,2
S01012362,306,25,33,0,0,233,12,0,3
S01012363,575,144,112,1,0,186,104,19,9
S01012364,375,124,98,1,0,47,91,7,7
S01012365,443,200,160,0,0,32,35,7,9
S01012366,513,187,140,1,0,49,112,12,12
S01012367,420,179,130,0,0,72,25,5,9
S01012368,261,138,83,0,0,33,6,1,0
S01012369,375,154,131,0,0,49,27,3,11
S01012370,516,126,129,0,0,215,30,5,11
S01012371,486,136,132,1,0,142,61,2,12
S01012372,450,117,96,0,0,161,64,5,7
S01012373,479,183,139,0,0,113,28,7,9
S01012374,402,128,158,0,0,100,8,3,5
S01012375,429,101,122,0,0,180,20,3,3
S01012376,407,176,125,0,0,18,67,6,15
S01012377,324,142,71,0,0,40,55,11,5
S01012378,250,86,46,0,0,15,66,4,33
S01012379,227,84,43,0,0,19,54,5,22
S01012380,423,119,128,0,0,151,13,9,3
S01012381,456,126,102,2,0,173,40,8,5
S01012382,437,210,148,1,0,54,18,2,4
S01012383,424,165,114,2,0,89,38,11,5
S01012384,267,87,84,0,0,48,36,10,2
S01012385,332,116,120,0,0,41,43,7,5
S01012386,440,79,76,1,0,248,29,4,3
S01012387,407,166,106,1,41,34,43,8,8
S01012388,306,156,114,3,12,1,9,3,8
S01012389,339,114,129,0,50,17,19,7,3
S01012390,307,135,97,0,45,3,15,2,10
S01012391,412,148,162,10,18,32,27,7,8
S01012392,327,97,77,11,31,96,11,1,3
S01012393,377,146,119,0,74,7,18,7,6
S01012394,276,53,56,0,152,3,9,2,1
S01012395,279,103,66,12,67,7,17,4,3
S01012396,312,107,74,0,66,7,41,7,10
S01012397,418,152,90,4,116,10,31,7,8
S01012398,432,109,103,1,119,6,61,12,21
S01012399,287,82,63,0,109,9,13,10,1
S01012400,274,61,54,2,78,27,35,11,6
S01012401,408,102,68,14,117,86,17,1,3
S01012402,184,77,73,3,9,1,13,4,4
S01012403,437,195,139,0,38,11,33,6,15
S01012404,448,146,112,0,80,44,49,8,9
S01012405,274,115,125,1,7,0,21,3,2
S01012406,260,113,88,0,35,1,11,7,5
S01012407,335,117,101,0,79,11,15,3,9
S01012408,250,117,77,0,14,2,32,2,6
S01012409,311,133,70,2,44,16,31,4,11
S01012410,420,141,127,0,88,20,23,5,16
S01012411,410,122,106,1,149,2,10,8,12
S01012412,281,123,54,0,52,16,17,8,11
S01012413,419,203,100,3,49,1,46,2,15
S01012414,341,154,64,0,73,16,19,4,11
S01012415,203,120,42,2,19,11,2,3,4
S01012416,216,120,53,0,27,1,10,0,5
S01012417,299,113,52,0,44,24,43,5,18
S01012418,343,163,69,0,38,1,45,9,18
S01012419,313,167,65,0,20,11,30,6,14
S01012420,362,107,87,1,84,33,33,5,12
S01012421,325,103,80,0,65,8,57,4,8
S01012422,402,160,96,0,42,4,75,7,18
S01012423,346,140,125,0,29,9,31,4,8
S01012424,414,117,143,0,123,7,15,1,8
S01012425,307,67,55,0,163,0,19,2,1
S01012426,237,50,51,1,116,2,14,2,1
S01012427,300,61,75,1,126,19,15,1,2
S01012428,286,115,91,0,57,1,15,5,2
S01012429,286,122,84,1,24,12,36,4,3
S01012430,277,122,96,1,8,6,37,4,3
S01012431,432,182,111,1,44,29,50,3,12
S01012432,352,142,93,0,72,31,9,2,3
S01012433,265,88,77,0,50,13,28,5,4
S01012434,334,78,100,1,96,4,46,5,4
S01012435,311,69,85,1,100,21,30,1,4
S01012436,345,89,78,0,127,5,40,6,0
S01012437,336,109,101,0,67,39,13,2,5
S01012438,260,65,112,0,68,0,12,2,1
S01012439,355,106,103,0,97,0,43,2,4
S01012440,221,98,98,0,9,1,12,1,2
S01012441,387,164,123,0,33,26,25,3,13
S01012442,423,141,169,1,37,15,49,2,9
S01012443,313,96,124,0,41,0,32,9,11
S01012444,292,148,97,1,9,13,23,0,1
S01012445,183,52,99,1,4,17,8,2,0
S01012446,252,65,85,0,57,18,20,7,0
S01012447,354,154,170,0,4,3,13,6,4
S01012448,361,115,180,1,8,32,16,4,5
S01012449,252,87,119,0,17,3,21,2,3
S01012450,322,151,122,3,12,0,27,3,4
S01012451,397,254,115,1,5,0,14,3,5
S01012452,301,145,131,0,4,2,16,1,2
S01012453,322,179,126,0,3,0,4,8,2
S01012454,301,189,101,0,2,1,5,1,2
S01012455,246,154,74,0,0,0,13,3,2
S01012456,300,183,94,0,4,0,15,1,3
S01012457,380,253,111,0,6,0,7,1,2
S01012458,330,189,110,1,5,2,17,2,4
S01012459,271,113,132,0,6,1,15,4,0
S01012460,242,149,78,1,2,0,7,2,3
S01012461,250,67,99,0,55,2,24,0,3
S01012462,386,89,126,1,83,30,46,4,7
S01012463,256,50,101,1,71,4,25,4,0
S01012464,255,28,113,0,94,4,16,0,0
S01012465,286,58,124,2,69,1,26,3,3
S01012466,349,146,110,0,12,29,40,4,8
S01012467,307,111,110,1,14,28,33,4,6
S01012468,316,120,136,0,16,21,18,1,4
S01012469,333,188,130,0,1,0,11,1,2
S01012470,492,182,149,0,94,9,40,11,7
S01012471,352,204,123,0,3,0,15,1,6
S01012472,317,193,106,0,3,1,12,1,1
S01012473,218,104,92,0,3,1,13,1,4
S01012474,371,132,102,3,24,81,25,2,2
S01012475,300,160,85,0,12,2,32,3,6
S01012476,422,145,157,0,52,20,37,7,4
S01012477,283,132,132,0,5,1,8,1,4
S01012478,368,117,148,1,49,14,29,3,7
S01012479,261,101,145,0,5,0,7,2,1
S01012480,339,50,80,0,13,68,117,7,4
S01012481,419,101,127,1,13,16,146,11,4
S01012482,439,231,108,2,5,3,61,12,17
S01012483,570,134,90,1,88,74,168,7,8
S01012484,366,141,142,0,3,29,44,3,4
S01012485,384,184,120,1,0,2,67,5,5
S01012486,268,172,74,0,2,0,10,2,8
S01012487,306,83,108,0,66,1,41,3,4
S01012488,483,149,156,0,103,2,59,4,10
S01012489,553,55,109,4,232,35,103,10,5
S01012490,606,63,103,0,213,32,181,12,2
S01012491,245,23,46,0,134,4,33,5,0
S01012492,490,61,75,1,212,36,103,1,1
S01012493,409,76,69,0,246,0,13,2,3
S01012494,383,104,165,1,72,1,31,6,3
S01012495,496,108,144,0,175,2,59,3,5
S01012496,314,88,94,0,86,29,14,0,3
S01012497,231,56,59,0,102,0,10,0,4
S01012498,343,39,66,0,220,7,10,0,1
S01012499,277,34,88,0,57,62,28,2,6
S01012500,217,40,50,1,96,3,22,2,3
S01012501,260,23,40,0,167,4,24,1,1
S01012502,360,42,59,2,214,24,15,1,3
S01012503,308,59,71,0,151,4,20,1,2
S01012504,282,63,74,1,70,51,18,2,3
S01012505,515,134,139,0,169,33,34,3,3
S01012506,241,92,78,0,34,10,20,3,4
S01012507,482,137,185,0,95,2,54,4,5
S01012508,399,111,160,1,76,5,32,10,4
S01012509,256,115,101,1,16,0,16,3,4
S01012510,381,135,187,0,28,6,21,1,3
S01012511,316,107,121,6,21,26,31,3,1
S01012512,286,84,89,2,76,18,11,2,4
S01012513,234,74,133,0,5,2,12,3,5
S01012514,392,57,264,10,4,12,43,1,1
S01012515,319,68,81,6,100,41,20,1,2
S01012516,301,90,104,8,35,41,21,1,1
S01012517,410,99,153,0,66,31,53,8,0
S01012518,277,110,104,0,24,0,37,1,1
S01012519,279,113,88,0,10,2,53,8,5
S01012520,345,198,115,1,6,2,17,1,5
S01012521,270,106,100,0,5,0,52,4,3
S01012522,360,193,132,0,3,1,25,2,4
S01012523,385,182,151,1,19,2,20,4,6
S01012524,467,246,151,0,2,19,38,3,8
S01012525,341,152,152,1,6,0,24,5,1
S01012526,334,179,134,0,2,1,14,0,4
S01012527,285,140,99,1,29,2,9,3,2
S01012528,337,77,149,0,80,2,18,7,4
S01012529,342,124,113,0,55,1,41,5,3
S01012530,400,228,143,1,7,1,13,1,6
S01012531,332,105,142,1,23,7,39,8,7
S01012532,348,114,137,0,37,6,37,5,12
S01012533,274,98,88,0,22,1,52,7,6
S01012534,288,83,106,1,66,2,24,4,2
S01012535,361,110,155,0,72,3,14,5,2
S01012536,312,95,115,0,65,13,20,2,2
S01012537,334,94,113,1,87,1,20,13,5
S01012538,476,147,170,4,93,27,27,4,4
S01012539,315,118,99,0,58,4,24,5,7
S01012540,299,66,94,0,124,1,8,1,5
S01012541,442,151,131,2,61,26,59,4,8
S01012542,380,156,145,1,46,2,18,3,9
S01012543,276,91,137,0,20,2,19,1,6
S01012544,341,106,139,0,41,29,23,1,2
S01012545,214,43,66,1,94,3,5,1,1
S01012546,322,97,137,0,33,21,21,9,4
S01012547,312,152,100,1,44,2,8,2,3
S01012548,394,183,152,0,21,4,24,6,4
S01012549,251,44,88,0,84,4,24,2,5
S01012550,345,108,134,2,55,15,24,3,4
S01012551,319,158,147,0,3,1,8,1,1
S01012552,352,152,172,2,5,1,14,2,4
S01012553,347,88,227,0,4,3,22,2,1
S01012554,190,87,86,0,1,0,12,2,2
S01012555,211,86,104,0,1,2,14,2,2
S01012556,221,108,99,0,4,2,4,2,2
S01012557,249,146,78,0,6,0,11,4,4
S01012558,279,66,98,0,79,1,26,8,1
S01012559,457,111,95,0,120,46,71,4,10
S01012560,264,89,82,0,69,1,18,1,4
S01012561,365,97,134,3,83,10,30,1,7
S01012562,434,94,142,2,77,16,90,9,4
S01012563,271,179,81,0,2,0,6,2,1
S01012564,373,205,137,0,4,7,14,2,4
S01012565,379,145,128,0,32,35,31,2,6
S01012566,445,125,128,0,30,27,116,10,9
S01012567,557,160,157,2,105,3,117,10,3
S01012568,281,133,104,0,11,4,23,2,4
S01012569,315,180,106,0,4,1,18,3,3
S01012570,197,66,68,0,31,1,17,6,8
S01012571,362,121,101,0,48,10,60,5,17
S01012572,224,76,74,0,24,14,19,6,11
S01012573,325,131,133,1,9,0,30,5,16
S01012574,359,148,145,4,17,17,21,2,5
S01012575,289,107,94,1,34,1,39,5,8
S01012576,370,162,123,0,23,0,51,3,8
S01012577,336,122,127,0,40,1,29,4,13
S01012578,463,163,134,0,80,40,33,5,8
S01012579,287,72,105,2,58,21,19,5,5
S01012580,325,127,123,1,23,3,34,6,8
S01012581,331,69,85,1,156,1,15,4,0
S01012582,365,121,159,2,26,20,30,2,5
S01012583,326,93,101,0,109,3,14,1,5
S01012584,331,122,127,5,43,17,12,3,2
S01012585,404,92,111,1,151,14,24,6,5
S01012586,313,93,177,0,10,0,24,2,7
S01012587,327,133,150,0,9,0,18,4,13
S01012588,256,99,119,1,10,6,12,1,8
S01012589,284,68,84,0,105,13,9,1,4
S01012590,371,66,125,0,127,31,16,2,4
S01012591,385,103,80,0,186,3,7,3,3
S01012592,215,77,124,0,4,0,7,2,1
S01012593,333,114,188,0,14,0,13,0,4
S01012594,212,80,94,0,23,8,5,1,1
S01012595,288,96,118,1,38,15,13,2,5
S01012596,347,59,132,1,131,2,19,1,2
S01012597,177,35,115,0,22,0,5,0,0
S01012598,302,119,132,0,18,2,23,2,6
S01012599,330,131,125,0,10,22,32,2,8
S01012600,308,128,150,0,2,0,24,1,3
S01012601,357,124,201,0,17,1,11,2,1
S01012602,329,55,83,1,103,49,31,2,5
S01012603,337,75,105,0,126,5,16,4,6
S01012604,275,89,102,0,69,3,8,3,1
S01012605,240,98,63,2,65,2,7,1,2
S01012606,249,29,214,0,2,1,1,0,2
S01012607,312,93,150,0,51,2,14,1,1
S01012608,358,84,136,0,124,0,9,1,4
S01012609,383,69,116,2,138,44,11,1,2
S01012610,425,55,120,0,133,92,20,3,2
S01012611,352,137,148,0,53,1,11,2,0
S01012612,294,82,117,0,73,3,15,1,3
S01012613,287,83,109,0,80,3,10,0,2
S01012614,455,147,179,7,41,51,26,0,4
S01012615,306,111,120,0,56,0,13,1,5
S01012616,384,145,145,0,50,24,9,4,7
S01012617,151,58,75,0,3,1,9,1,4
S01012618,209,62,88,0,19,21,11,3,5
S01012619,295,71,68,0,88,31,30,4,3
S01012620,325,160,134,1,12,0,13,1,4
S01012621,277,129,92,1,32,3,13,3,4
S01012622,341,115,124,0,80,1,11,5,5
S01012623,320,88,89,1,111,3,23,3,2
S01012624,334,86,118,1,72,9,36,3,9
S01012625,263,63,87,1,76,24,9,2,1
S01012626,216,100,89,0,10,2,11,0,4
S01012627,241,63,54,0,70,36,16,1,1
S01012628,334,108,191,0,6,1,19,4,5
S01012629,197,79,87,0,4,0,18,4,5
S01012630,508,155,115,3,92,44,85,5,9
S01012631,423,72,121,0,156,49,17,5,3
S01012632,304,130,122,0,8,1,37,1,5
S01012633,283,124,93,0,38,4,19,0,5
S01012634,339,116,96,4,58,42,15,3,5
S01012635,430,151,179,0,70,1,14,5,10
S01012636,250,80,119,0,26,1,14,5,5
S01012637,365,65,83,0,57,136,19,2,3
S01012638,406,112,119,0,106,12,46,1,10
S01012639,360,84,131,0,125,3,13,2,2
S01012640,439,79,83,0,220,32,21,2,2
S01012641,484,153,115,5,75,54,69,8,5
S01012642,380,66,76,0,144,72,18,3,1
S01012643,199,52,70,0,43,16,13,3,2
S01012644,301,75,99,0,71,34,21,1,0
S01012645,368,107,119,0,52,43,37,2,8
S01012646,405,120,204,0,44,1,27,4,5
S01012647,269,27,209,0,3,0,25,3,2
S01012648,229,47,73,0,91,3,12,1,2
S01012649,267,94,87,1,64,11,7,1,2
S01012650,266,87,121,0,23,9,20,4,2
S01012651,327,52,83,3,136,38,12,2,1
S01012652,431,174,220,0,12,2,17,4,2
S01012653,363,80,121,1,136,1,22,0,2
S01012654,326,99,157,0,15,1,43,7,4
S01012655,454,121,177,1,130,1,18,3,3
S01012656,405,89,151,0,141,0,19,3,2
S01012657,272,70,96,0,65,2,32,3,4
S01012658,424,205,178,0,16,0,18,3,4
S01012659,366,76,266,1,5,1,9,4,4
S01012660,326,66,120,0,126,2,7,2,3
S01012661,324,108,151,0,20,2,36,2,5
S01012662,370,107,108,2,116,2,27,3,5
S01012663,301,150,117,0,4,0,25,3,2
S01012664,462,142,180,0,53,8,65,7,7
S01012665,346,63,95,0,158,4,15,7,4
S01012666,337,73,99,0,138,0,21,1,5
S01012667,279,70,58,0,135,4,8,1,3
S01012668,347,93,119,0,95,1,30,7,2
S01012669,296,142,145,0,3,0,2,3,1
S01012670,295,155,125,0,4,0,7,3,1
S01012671,388,103,154,0,99,12,17,1,2
S01012672,361,42,78,3,75,149,14,0,0
S01012673,252,36,65,0,125,3,17,4,2
S01012674,240,29,71,1,123,1,12,0,3
S01012675,361,50,115,0,167,3,24,2,0
S01012676,307,78,138,0,56,1,29,4,1
S01012677,256,59,80,0,92,0,17,4,4
S01012678,268,88,162,0,2,1,12,2,1
S01012679,372,88,142,0,99,27,13,2,1
S01012680,210,63,127,1,5,0,10,1,3
S01012681,311,123,119,0,21,1,37,3,7
S01012682,315,125,122,2,38,1,19,2,6
S01012683,326,82,120,0,102,1,15,3,3
S01012684,219,60,123,0,9,0,23,2,2
S01012685,334,67,151,1,104,0,9,0,2
S01012686,434,162,184,1,12,1,59,10,5
S01012687,235,153,78,0,1,0,3,0,0
S01012688,449,155,134,2,25,16,103,5,9
S01012689,185,84,81,0,9,0,8,1,2
S01012690,202,74,104,0,13,1,8,0,2
S01012691,296,123,150,0,2,0,19,2,0
S01012692,334,104,128,0,81,1,16,2,2
S01012693,321,132,175,0,5,2,6,0,1
S01012694,200,49,97,1,38,0,11,1,3
S01012695,306,113,133,0,14,15,23,4,4
S01012696,272,130,111,1,4,0,14,3,9
S01012697,197,82,82,0,9,0,16,2,6
S01012698,339,134,154,0,26,2,10,3,10
S01012699,429,148,192,0,52,3,25,2,7
S01012700,320,134,127,0,31,2,18,6,2
S01012701,221,124,78,1,5,0,10,2,1
S01012702,254,68,120,0,21,2,38,4,1
S01012703,205,28,143,0,25,0,5,2,2
S01012704,329,53,139,0,120,1,13,1,2
S01012705,257,59,188,0,3,0,3,2,2
S01012706,297,51,134,0,95,1,12,3,1
S01012707,322,134,171,0,4,0,9,3,1
S01012708,332,67,126,6,110,1,20,1,1
S01012709,253,72,77,0,91,1,7,1,4
S01012710,356,69,114,3,112,25,33,0,0
S01012711,435,76,112,0,194,0,46,0,7
S01012712,335,179,137,0,6,0,8,5,0
S01012713,329,168,114,0,13,9,21,1,3
S01012714,264,155,94,0,3,0,11,0,1
S01012715,411,99,128,0,84,25,59,9,7
S01012716,369,187,116,0,26,1,31,2,6
S01012717,581,164,128,0,131,27,112,7,12
S01012718,489,170,178,2,25,11,94,3,6
S01012719,438,91,134,3,51,12,133,5,9
S01012720,318,49,114,0,14,8,114,13,6
S01012721,288,99,125,1,34,2,20,3,4
S01012722,413,73,125,2,168,2,37,5,1
S01012723,358,71,97,0,156,1,23,6,4
S01012724,412,126,140,2,71,3,57,7,6
S01012725,494,124,182,3,46,29,100,5,5
S01012726,283,100,107,4,49,6,10,2,5
S01012727,294,44,85,0,139,15,7,2,2
S01012728,339,28,60,3,206,19,21,1,1
S01012729,346,86,181,0,54,4,17,3,1
S01012730,266,44,106,0,86,17,13,0,0
S01012731,335,82,136,1,61,38,12,1,4
S01012732,292,67,133,0,62,9,15,5,1
S01012733,364,41,284,0,9,2,24,1,3
S01012734,198,20,168,0,2,2,5,1,0
S01012735,213,63,85,0,44,1,17,3,0
S01012736,376,80,200,0,15,56,19,5,1
S01012737,329,62,210,1,14,12,26,2,2
S01012738,255,66,106,0,12,59,6,2,4
S01012739,289,31,235,0,3,1,18,0,1
S01012740,308,36,207,4,7,45,8,1,0
S01012741,272,78,170,0,4,3,16,1,0
S01012742,276,124,132,0,6,4,7,1,2
S01012743,237,128,100,0,1,0,7,0,1
S01012744,277,74,184,0,2,1,14,1,1
S01012745,302,147,140,0,5,1,7,1,1
S01012746,311,74,183,2,25,1,21,3,2
S01012747,348,110,142,0,81,1,10,1,3
S01012748,369,45,77,1,224,4,14,2,2
S01012749,387,41,97,0,87,125,31,4,2
S01012750,336,46,105,0,88,52,43,1,1
S01012751,423,129,132,0,135,5,17,5,0
S01012752,375,66,148,2,132,3,19,3,2
S01012753,235,31,65,0,117,4,16,2,0
S01012754,255,65,84,0,88,7,7,2,2
S01012755,280,40,61,0,158,4,17,0,0
S01012756,271,85,73,1,49,47,10,4,2
S01012757,236,55,81,0,85,0,12,2,1
S01012758,274,64,111,0,65,14,19,0,1
S01012759,342,68,112,0,118,26,15,1,2
S01012760,424,67,136,0,141,29,45,2,4
S01012761,369,78,148,1,109,4,24,3,2
S01012762,315,120,129,2,18,22,16,7,1
S01012763,178,40,73,0,56,1,5,3,0
S01012764,348,78,115,0,104,22,14,7,8
S01012765,296,77,117,1,94,1,5,0,1
S01012766,358,42,158,0,104,29,21,1,3
S01012767,228,103,114,0,6,0,4,1,0
S01012768,291,133,146,0,5,0,6,1,0
S01012769,152,45,97,0,1,0,8,1,0
S01012770,408,93,172,0,80,10,45,5,3
S01012771,357,96,152,1,81,0,14,4,9
S01012772,285,54,104,0,111,3,11,2,0
S01012773,391,105,172,0,83,6,23,2,0
S01012774,408,88,163,0,102,15,35,4,1
S01012775,211,61,71,5,23,25,24,1,1
S01012776,359,62,147,2,120,4,18,2,4
S01012777,365,40,256,1,13,27,23,4,1
S01012778,295,22,130,1,62,66,12,1,1
S01012779,200,12,90,0,79,3,11,4,1
S01012780,346,43,93,0,175,9,23,1,2
S01012781,300,90,147,0,35,0,24,1,3
S01012782,313,63,70,0,144,6,27,2,1
S01012783,322,47,112,0,130,7,21,2,3
S01012784,391,69,128,0,144,19,27,3,1
S01012785,388,57,85,1,206,8,29,2,0
S01012786,423,31,77,1,199,40,72,2,1
S01012787,250,26,147,0,27,20,26,4,0
S01012788,259,35,97,0,18,93,12,3,1
S01012789,325,92,148,1,66,2,12,3,1
S01012790,289,44,151,0,4,36,46,5,3
S01012791,324,170,113,0,16,1,14,3,7
S01012792,496,118,188,0,102,14,61,7,6
S01012793,363,59,82,1,159,3,56,3,0
S01012794,378,105,129,0,27,3,98,10,6
S01012795,439,58,128,3,200,32,15,2,1
S01012796,347,42,161,3,94,15,29,1,2
S01012797,276,40,110,0,99,7,12,3,5
S01012798,329,138,135,4,23,1,20,5,3
S01012799,393,166,143,0,10,25,44,1,4
S01012800,398,154,186,0,5,1,44,2,6
S01012801,252,135,58,0,5,0,38,3,13
S01012802,207,95,96,0,3,0,8,4,1
S01012803,262,116,131,0,5,0,4,4,2
S01012804,351,71,118,2,123,3,30,1,3
S01012805,383,101,162,0,89,5,22,0,4
S01012806,299,73,140,0,67,0,18,1,0
S01012807,218,96,100,1,1,0,19,0,1
S01012808,475,170,190,2,29,27,42,5,10
S01012809,337,86,116,0,3,18,101,12,1
S01012810,481,79,106,2,79,172,39,2,2
S01012811,348,134,132,0,60,2,16,2,2
S01012812,285,76,150,2,29,5,17,3,3
S01012813,372,188,165,0,3,1,10,0,5
S01012814,333,65,240,0,6,0,16,5,1
S01012815,320,33,216,0,6,7,49,7,2
S01012816,229,30,148,1,2,11,29,1,7
S01012817,175,18,145,0,4,2,4,2,0
S01012818,271,57,189,1,2,6,11,5,0
S01012819,365,73,118,1,121,25,23,3,1
S01012820,370,58,265,1,8,18,12,4,4
S01012821,263,18,207,0,3,7,24,1,3
S01012822,256,28,51,0,130,3,42,1,1
S01012823,285,37,228,0,2,1,15,1,1
S01012824,273,50,169,1,13,21,11,6,2
S01012825,269,45,75,2,88,24,34,0,1
S01012826,231,6,45,4,25,138,13,0,0
S01012827,233,20,180,2,3,9,17,1,1
S01012828,254,38,190,0,2,0,20,3,1
S01012829,362,53,122,0,100,61,23,3,0
S01012830,313,70,118,0,77,28,16,1,3
S01012831,333,85,95,2,125,8,11,5,2
S01012832,215,47,90,1,62,6,4,1,4
S01012833,319,62,75,9,106,53,9,2,3
S01012834,289,74,101,0,93,4,13,2,2
S01012835,403,105,166,0,74,17,32,6,3
S01012836,220,26,177,0,5,5,5,1,1
S01012837,414,14,34,0,157,198,8,2,1
