,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S01010613,602,186,260,0,24,59,73
S01010614,443,168,152,0,27,62,34
S01010615,658,270,266,0,31,72,19
S01010616,731,218,387,0,15,57,54
S01010617,737,207,425,0,20,42,43
S01010618,633,187,361,0,13,48,24
S01010619,519,309,110,2,24,60,14
S01010620,560,388,75,1,25,55,16
S01010621,803,337,344,0,19,58,45
S01010622,520,239,147,0,23,64,47
S01010623,554,105,394,0,24,20,11
S01010624,553,232,226,0,19,45,31
S01010625,687,151,414,0,7,32,83
S01010626,794,173,436,0,14,61,110
S01010627,729,321,254,2,18,72,62
S01010628,895,443,275,0,25,66,86
S01010629,812,256,340,1,24,74,117
S01010630,486,204,181,2,18,38,43
S01010631,558,281,143,0,20,57,57
S01010632,805,292,285,0,41,93,94
S01010633,814,321,269,0,27,99,98
S01010634,535,214,214,0,10,49,48
S01010635,641,230,245,0,15,88,63
S01010636,692,242,307,4,23,63,53
S01010637,509,249,111,0,33,68,48
S01010638,741,262,264,3,21,71,120
S01010639,952,458,272,2,39,122,59
S01010640,727,381,197,2,37,74,36
S01010641,782,380,173,3,53,115,58
S01010642,736,343,230,0,32,70,61
S01010643,520,263,151,0,25,64,17
S01010644,515,254,121,0,32,73,35
S01010645,476,175,208,0,17,48,28
S01010646,577,169,330,2,12,35,29
S01010647,633,202,277,0,16,49,89
S01010648,561,207,259,0,10,53,32
S01010649,519,153,232,0,15,41,78
S01010650,416,166,175,0,13,44,18
S01010651,566,182,243,0,20,74,47
S01010652,614,218,293,0,31,54,18
S01010653,534,189,233,0,12,63,37
S01010654,638,246,238,0,23,91,40
S01010655,729,170,421,0,16,64,58
S01010656,364,87,206,2,18,29,22
S01010657,534,125,347,0,9,24,29
S01010658,602,152,353,0,19,41,37
S01010659,544,127,330,2,10,38,37
S01010660,511,160,228,0,15,50,58
S01010661,518,180,189,0,28,56,65
S01010662,614,150,356,2,23,45,38
S01010663,777,154,514,0,27,31,51
S01010664,678,167,402,0,11,60,38
S01010665,774,185,411,2,26,88,62
S01010666,769,194,406,0,21,67,81
S01010667,570,147,344,0,15,44,20
S01010668,948,254,496,6,20,77,95
S01010669,489,120,263,0,7,55,44
S01010670,576,156,321,0,19,38,42
S01010671,628,180,336,6,10,54,42
S01010672,532,183,218,0,22,49,60
S01010673,772,238,361,0,25,82,66
S01010674,759,216,408,1,28,60,46
S01010675,534,144,313,0,12,34,31
S01010676,770,243,399,0,22,57,49
S01010677,420,85,260,0,15,22,38
S01010678,531,129,300,4,12,36,50
S01010679,508,156,233,0,14,45,60
S01010680,533,151,234,3,23,62,60
S01010681,831,303,339,2,37,85,65
S01010682,777,177,488,6,17,49,40
S01010683,833,227,476,0,13,43,74
S01010684,684,144,406,10,18,42,64
S01010685,532,121,304,0,11,48,48
S01010686,585,145,333,0,14,44,49
S01010687,699,181,385,2,16,52,63
S01010688,619,185,298,2,19,74,41
S01010689,669,136,394,0,18,51,70
S01010690,566,180,232,2,17,63,72
S01010691,622,156,363,0,22,38,43
S01010692,599,200,278,0,18,59,44
S01010693,397,84,248,0,4,35,26
S01010694,520,114,292,2,10,43,59
S01010695,614,170,347,0,15,46,36
S01010696,838,269,413,2,27,63,64
S01010697,921,252,505,2,28,62,72
S01010698,610,165,315,0,33,46,51
S01010699,491,130,274,6,13,48,20
S01010700,503,118,301,2,15,31,36
S01010701,841,269,418,2,22,76,54
S01010702,875,210,506,0,14,57,88
S01010703,708,180,431,0,14,32,51
S01010704,537,155,275,2,11,45,49
S01010705,897,273,470,0,24,68,62
S01010706,553,173,262,0,18,50,50
S01010707,593,162,357,2,10,23,39
S01010708,464,153,206,0,17,34,54
S01010709,591,172,317,0,15,33,54
S01010710,610,213,266,0,21,54,56
S01010711,618,116,408,0,9,29,56
S01010712,556,195,257,0,11,60,33
S01010713,633,216,280,0,15,74,48
S01010714,613,228,202,0,18,88,77
S01010715,588,186,260,0,18,68,56
S01010716,782,332,254,0,25,76,95
S01010717,539,142,316,0,7,27,47
S01010718,755,228,425,0,17,48,37
S01010719,564,142,281,0,13,45,83
S01010720,629,142,357,0,4,46,80
S01010721,546,121,313,2,19,52,39
S01010722,710,214,348,2,21,64,61
S01010723,710,174,437,0,18,48,33
S01010724,706,161,416,4,26,45,54
S01010725,600,150,369,2,10,30,39
S01010726,794,187,443,0,29,59,76
S01010727,528,125,336,0,6,30,31
S01010728,418,71,290,4,10,22,21
S01010729,590,155,372,2,15,25,21
S01010730,698,166,429,0,16,44,43
S01010731,752,215,372,0,31,65,69
S01010732,651,229,294,2,27,67,32
S01010733,437,169,163,0,18,52,35
S01010734,723,273,272,3,31,76,68
S01010735,455,185,183,0,17,50,20
S01010736,419,94,252,0,9,25,39
S01010737,889,253,418,4,28,91,95
S01010738,458,143,227,0,11,35,42
S01010739,695,246,304,0,31,71,43
S01010740,387,165,112,0,17,54,39
S01010741,513,143,264,1,13,32,60
S01010742,571,196,263,0,19,47,46
S01010743,531,209,217,0,15,56,34
S01010744,901,276,458,0,16,70,81
S01010745,529,162,215,0,18,74,60
S01010746,842,253,430,0,25,74,60
S01010747,660,204,315,0,25,74,42
S01010748,526,117,308,0,16,40,45
S01010749,504,122,303,0,11,29,39
S01010750,542,105,342,2,11,43,39
S01010751,583,194,243,0,22,70,54
S01010752,586,204,248,0,31,57,46
S01010753,799,291,367,4,23,75,39
S01010754,572,173,250,0,22,56,71
S01010755,542,179,249,0,8,46,60
S01010756,544,123,326,4,16,26,49
S01010757,659,133,374,4,22,59,67
S01010758,604,142,319,0,13,58,72
S01010759,494,164,227,0,14,42,47
S01010760,540,123,265,0,11,43,98
S01010761,443,112,243,0,17,43,28
S01010762,500,136,263,1,22,42,36
S01010763,549,163,262,2,20,49,53
S01010764,497,107,288,2,18,43,39
S01010765,855,215,466,2,21,70,81
S01010766,653,177,321,0,21,57,77
S01010767,582,162,269,0,29,62,60
S01010768,490,137,238,0,11,50,54
S01010769,424,84,268,0,11,25,36
S01010770,720,202,373,1,15,65,64
S01010771,749,190,367,2,23,71,96
S01010772,697,197,365,2,14,61,58
S01010773,651,169,373,2,22,44,41
S01010774,590,169,276,2,23,55,65
S01010775,526,148,301,0,14,39,24
S01010776,456,153,203,2,15,33,50
S01010777,449,177,148,1,9,36,78
S01010778,371,179,109,0,13,44,26
S01010779,612,215,258,4,21,59,55
S01010780,479,144,227,0,11,41,56
S01010781,646,215,326,0,10,50,45
S01010782,513,162,223,0,11,47,70
S01010783,464,169,179,0,11,61,44
S01010784,582,233,204,0,11,68,66
S01010785,580,147,340,0,16,28,49
S01010786,534,138,292,0,14,43,47
S01010787,733,177,443,0,13,50,50
S01010788,506,143,267,0,18,42,36
S01010789,590,178,325,1,14,36,36
S01010790,570,134,344,2,11,32,47
S01010791,720,163,435,0,16,60,46
S01010792,490,169,215,0,30,41,35
S01010793,530,118,312,0,20,44,36
S01010794,435,138,239,1,9,21,27
S01010795,821,208,458,2,27,58,68
S01010796,680,182,390,0,18,51,39
S01010797,633,154,392,0,15,34,38
S01010798,579,128,343,0,11,40,57
S01010799,817,275,307,1,43,79,112
S01010800,608,216,258,4,25,51,54
S01010801,603,191,294,2,11,43,62
S01010802,475,174,212,0,14,41,34
S01010803,499,189,189,0,14,40,67
S01010804,497,123,268,0,12,42,52
S01010805,705,220,365,0,15,58,47
S01010806,741,316,259,0,36,65,65
S01010807,450,125,241,0,13,40,31
S01010808,422,104,241,0,12,40,25
S01010809,675,200,344,1,12,47,71
S01010810,429,136,199,0,13,38,43
S01010811,745,210,392,0,27,51,65
S01010812,434,118,205,2,17,47,45
S01010813,454,141,222,0,20,33,38
S01010814,536,140,282,4,18,47,45
S01010815,377,100,201,0,14,33,29
S01010816,523,98,300,0,12,35,78
S01010817,712,149,467,0,16,41,39
S01010818,826,177,467,0,19,68,95
S01010819,676,165,376,0,13,58,64
S01010820,431,103,266,0,12,25,25
S01010821,499,84,363,0,4,13,35
S01010822,641,190,343,2,17,35,54
S01010823,368,134,177,0,10,29,18
S01010824,535,137,343,0,12,30,13
S01010825,259,45,184,0,8,11,11
S01010826,620,153,366,0,19,40,42
S01010827,491,121,311,2,9,34,14
S01010828,961,233,614,0,22,57,35
S01010829,809,214,415,3,28,73,76
S01010830,476,153,241,1,12,37,32
S01010831,436,93,300,0,11,25,7
S01010832,613,234,306,0,15,35,23
S01010833,739,199,474,0,7,35,24
S01010834,794,174,503,0,14,39,64
S01010835,576,138,367,2,7,27,35
S01010836,696,221,325,0,17,68,65
S01010837,560,158,293,0,9,33,67
S01010838,664,223,313,0,8,59,61
S01010839,593,179,276,0,11,57,70
S01010840,448,159,150,0,12,55,72
S01010841,657,237,279,0,20,65,56
S01010842,808,302,201,2,40,121,142
S01010843,582,218,190,0,13,73,88
S01010844,571,143,340,0,16,27,45
S01010845,528,142,315,0,3,32,36
S01010846,620,275,230,0,22,60,33
S01010847,518,154,302,0,8,38,16
S01010848,519,231,171,0,20,59,38
S01010849,732,325,257,0,33,68,49
S01010850,711,276,236,0,24,73,102
S01010851,608,280,205,0,18,61,44
S01010852,612,210,279,0,11,55,57
S01010853,726,239,339,0,28,60,60
S01010854,701,310,239,3,30,72,47
S01010855,449,161,191,0,15,36,46
S01010856,755,263,268,0,33,83,108
S01010857,644,244,317,0,18,35,30
S01010858,592,230,224,2,19,57,60
S01010859,586,218,235,0,24,53,56
S01010860,528,188,241,0,15,51,33
S01010861,533,220,177,0,18,64,54
S01010862,439,245,93,0,19,50,32
S01010863,677,179,342,0,20,39,97
S01010864,487,122,303,0,9,22,31
S01010865,643,159,372,4,5,30,73
S01010866,670,151,335,0,10,45,129
S01010867,591,170,312,2,8,26,73
S01010868,743,231,349,0,9,45,109
S01010869,632,185,357,0,11,26,53
S01010870,667,221,262,0,25,63,96
S01010871,759,288,302,0,19,55,95
S01010872,624,250,221,0,26,74,53
S01010873,497,199,85,2,32,66,113
S01010874,632,239,295,0,20,46,32
S01010875,426,171,157,0,19,45,34
S01010876,608,303,154,0,28,71,52
S01010877,792,321,307,1,26,88,49
S01010878,1048,424,371,0,36,87,130
S01010879,705,260,324,0,13,58,50
S01010880,444,196,147,0,13,37,51
S01010881,542,178,255,0,5,29,75
S01010882,457,156,239,0,14,24,24
S01010883,736,249,366,0,16,49,56
S01010884,582,238,174,0,30,77,63
S01010885,778,397,175,2,34,102,68
S01010886,399,188,108,1,19,57,26
S01010887,707,301,200,0,12,96,98
S01010888,682,305,221,0,26,70,60
S01010889,472,245,109,0,19,53,46
S01010890,713,262,164,6,26,99,156
S01010891,390,182,75,0,14,47,72
S01010892,758,290,191,0,32,148,97
S01010893,465,197,108,0,32,63,65
S01010894,579,252,159,2,16,54,96
S01010895,358,156,83,1,21,57,40
S01010896,568,235,198,0,24,58,53
S01010897,670,312,199,0,22,74,63
S01010898,505,228,182,0,9,37,49
S01010899,478,178,238,0,9,28,25
S01010900,508,256,170,0,22,38,22
S01010901,351,157,112,2,19,31,30
S01010902,825,307,343,0,31,72,72
S01010903,667,270,217,0,31,71,78
S01010904,446,218,132,2,23,46,25
S01010905,502,258,163,0,22,34,25
S01010906,746,323,297,0,33,58,35
S01010907,394,134,213,2,13,23,9
S01010908,512,185,229,0,21,30,47
S01010909,616,198,323,0,13,27,55
S01010910,405,217,80,0,20,55,33
S01010911,495,186,119,1,20,74,95
S01010912,593,230,191,0,19,68,85
S01010913,537,189,266,0,16,32,34
S01010914,539,186,255,0,21,44,33
S01010915,592,198,306,0,17,39,32
S01010916,486,239,118,0,28,68,33
S01010917,620,226,237,0,35,58,64
S01010918,612,205,274,2,21,30,80
S01010919,658,240,286,0,20,57,55
S01010920,452,205,142,0,25,56,24
S01010921,521,203,219,0,13,41,45
S01010922,721,260,275,0,23,61,102
S01010923,729,265,309,0,17,70,68
S01010924,512,174,212,0,19,52,55
S01010925,678,285,246,1,16,68,62
S01010926,649,220,294,0,18,61,56
S01010927,461,157,206,2,17,28,51
S01010928,561,215,237,0,28,46,35
S01010929,516,213,183,0,26,47,47
S01010930,712,175,444,2,12,46,33
S01010931,372,104,207,0,13,23,25
S01010932,468,160,195,0,20,47,46
S01010933,576,136,376,2,16,29,17
S01010934,835,233,489,2,20,49,42
S01010935,575,132,321,2,13,41,66
S01010936,627,219,227,0,21,79,81
S01010937,627,177,341,0,15,48,46
S01010938,636,256,224,0,23,74,59
S01010939,421,131,229,0,12,29,20
S01010940,587,117,404,0,9,22,35
S01010941,716,153,490,2,13,25,33
S01010942,563,100,387,0,9,33,34
S01010943,486,176,217,0,13,54,26
S01010944,525,201,164,1,20,62,77
S01010945,441,128,224,0,17,44,28
S01010946,682,227,301,3,25,59,67
S01010947,440,137,194,0,13,60,36
S01010948,553,163,304,3,14,38,31
S01010949,832,186,507,0,7,45,87
S01010950,695,194,360,2,23,65,51
S01010951,507,163,257,0,14,47,26
S01010952,410,129,238,0,13,20,10
S01010953,467,159,223,2,13,43,27
S01010954,528,197,271,0,12,26,22
S01010955,720,154,493,0,19,33,21
S01010956,575,173,307,2,24,40,29
S01010957,473,95,310,0,11,23,34
S01010958,424,105,250,0,9,24,36
S01010959,486,179,196,2,17,52,40
S01010960,876,299,421,0,27,75,54
S01010961,472,153,211,0,24,42,42
S01010962,508,130,225,0,21,89,43
S01010963,766,236,381,2,20,75,52
S01010964,444,106,277,1,8,29,23
S01010965,419,171,137,0,27,52,32
S01010966,582,169,293,2,23,54,41
S01010967,552,211,202,0,29,67,43
S01010968,603,170,329,2,14,41,47
S01010969,545,132,281,0,15,37,80
S01010970,790,245,389,4,25,66,61
S01010971,825,233,483,0,26,55,28
S01010972,643,254,259,0,27,59,44
S01010973,419,105,231,2,17,38,26
S01010974,593,165,307,0,16,51,54
S01010975,380,128,172,2,14,32,32
S01010976,477,147,211,0,7,44,68
S01010977,604,190,298,0,15,53,48
S01010978,599,231,196,0,26,68,78
S01010979,651,219,291,0,29,64,48
S01010980,601,198,249,0,20,77,57
S01010981,612,179,301,0,28,56,48
S01010982,1049,243,580,3,27,80,116
S01010983,665,166,358,0,16,55,70
S01010984,578,99,374,0,7,37,61
S01010985,503,155,235,2,23,49,39
S01010986,397,91,270,0,4,20,12
S01010987,453,85,312,0,15,22,19
S01010988,450,107,299,0,17,20,7
S01010989,692,310,313,1,20,41,7
S01010990,636,175,345,0,21,46,49
S01010991,435,112,264,0,11,28,20
S01010992,402,98,260,0,14,24,6
S01010993,508,124,306,0,13,36,29
S01010994,896,228,526,0,17,44,81
S01010995,608,132,407,0,16,31,22
S01010996,514,117,297,0,12,28,60
S01010997,561,90,384,0,8,24,55
S01010998,495,103,304,0,8,36,44
S01010999,746,167,450,7,12,48,62
S01011000,680,197,356,2,33,57,35
S01011001,534,134,287,0,20,41,52
S01011002,594,191,268,0,13,63,59
S01011003,553,185,260,0,10,43,55
S01011004,486,129,268,4,19,42,24
S01011005,556,214,226,2,23,55,36
S01011006,804,282,394,0,29,49,50
S01011007,542,176,248,1,16,46,55
S01011008,653,172,348,0,24,60,49
S01011009,416,142,187,0,16,46,25
S01011010,510,239,119,2,26,73,51
S01011011,663,296,175,0,31,93,68
S01011012,540,239,184,0,24,60,33
S01011013,668,173,336,0,21,54,84
S01011014,691,210,367,1,25,57,31
S01011015,380,104,212,0,7,23,34
S01011016,632,200,349,0,14,57,12
S01011017,692,152,459,0,18,34,29
S01011018,709,213,363,0,21,50,62
S01011019,794,226,447,4,26,53,38
S01011020,378,92,237,0,7,23,19
S01011021,719,255,324,3,16,49,72
S01011022,451,179,175,0,13,49,35
S01011023,665,203,326,0,26,63,47
S01011024,586,226,219,0,35,70,36
S01011025,556,220,213,0,24,68,31
S01011026,456,172,210,0,20,41,13
S01011027,706,260,253,2,29,92,70
S01011028,739,285,245,2,41,87,79
S01011029,509,192,221,2,16,42,36
S01011030,798,236,450,0,27,58,27
S01011031,576,194,261,0,17,48,56
S01011032,652,237,271,0,16,66,62
S01011033,524,160,270,1,17,43,33
S01011034,563,153,249,0,21,63,77
S01011035,517,188,233,2,10,53,31
S01011036,541,156,278,0,21,49,37
S01011037,742,307,283,0,32,68,52
S01011038,663,263,255,0,28,63,54
S01011039,676,232,286,0,25,63,70
S01011040,562,212,249,0,12,55,34
S01011041,629,219,242,2,29,57,80
S01011042,642,216,346,2,27,35,16
S01011043,561,168,283,1,17,47,45
S01011044,568,227,228,0,30,52,31
S01011045,644,170,348,0,24,60,42
S01011046,717,156,448,0,17,58,38
S01011047,789,173,508,2,13,47,46
S01011048,805,211,416,0,19,76,83
S01011049,581,146,337,0,10,35,53
S01011050,651,161,387,0,15,53,35
S01011051,780,193,416,0,17,71,83
S01011052,712,159,381,2,18,61,91
S01011053,535,168,250,2,18,58,39
S01011054,442,113,243,0,16,29,41
S01011055,453,119,254,0,14,37,29
S01011056,555,141,327,0,14,49,24
S01011057,475,153,236,0,8,46,32
S01011058,523,117,317,0,24,33,32
S01011059,510,136,307,0,16,26,25
S01011060,780,194,382,0,17,46,141
S01011061,699,254,279,0,17,84,65
S01011062,755,220,365,0,22,79,69
S01011063,855,260,387,0,21,90,97
S01011064,860,217,465,0,19,63,96
S01011065,592,151,333,4,16,50,38
S01011066,427,107,228,0,12,34,46
S01011067,478,123,241,0,14,47,53
S01011068,421,119,226,0,13,35,28
S01011069,467,125,240,0,19,43,40
S01011070,510,111,325,0,12,26,36
S01011071,726,186,439,2,13,38,48
S01011072,801,210,455,0,26,63,47
S01011073,596,153,340,0,17,46,40
S01011074,509,137,268,0,10,40,54
S01011075,570,196,253,2,13,54,52
S01011076,605,181,274,0,21,60,69
S01011077,586,211,240,1,29,63,42
S01011078,941,214,557,0,23,54,93
S01011079,888,274,454,0,19,55,86
S01011080,838,251,416,1,18,75,77
S01011081,662,214,304,0,27,64,53
S01011082,474,131,173,1,18,48,103
S01011083,648,171,342,4,22,57,52
S01011084,654,149,394,2,22,38,49
S01011085,744,152,476,0,17,50,49
S01011086,546,121,335,2,7,37,44
S01011087,479,128,253,0,16,58,24
S01011088,803,212,389,2,42,69,89
S01011089,542,150,275,0,17,45,55
S01011090,612,138,388,0,19,36,31
S01011091,526,106,340,0,13,42,25
S01011092,320,149,112,0,15,36,8
S01011093,502,102,340,0,11,29,20
S01011094,447,82,257,0,12,39,57
S01011095,651,146,417,1,11,40,36
S01011096,479,143,238,0,20,41,37
S01011097,559,117,343,5,18,48,28
S01011098,635,170,331,2,23,62,47
S01011099,651,253,261,4,28,78,27
S01011100,392,104,207,0,16,25,40
S01011101,482,175,193,0,28,54,32
S01011102,534,232,149,2,32,85,34
S01011103,503,223,145,0,22,66,47
S01011104,628,179,245,0,22,52,130
S01011105,682,253,283,4,16,80,46
S01011106,644,189,371,4,34,31,15
S01011107,636,262,279,3,26,58,8
S01011108,447,144,204,0,14,50,35
S01011109,690,194,361,0,23,64,48
S01011110,568,201,261,3,15,55,33
S01011111,699,262,263,2,26,101,45
S01011112,648,207,341,1,15,56,28
S01011113,821,228,428,0,18,59,88
S01011114,615,157,377,0,13,31,37
S01011115,751,276,317,0,23,75,60
S01011116,544,157,301,0,18,36,32
S01011117,635,191,331,0,14,42,57
S01011118,724,190,380,0,25,58,71
S01011119,789,169,471,0,20,52,77
S01011120,608,98,439,0,6,14,51
S01011121,473,223,124,0,18,62,46
S01011122,541,184,225,2,27,57,46
S01011123,916,285,422,0,29,79,101
S01011124,505,148,232,0,21,64,40
S01011125,392,174,123,0,20,55,20
S01011126,379,83,230,0,7,26,33
S01011127,327,34,285,0,5,0,3
S01011128,600,194,285,0,19,63,39
S01011129,771,113,551,2,11,30,64
S01011130,498,139,238,0,9,53,59
S01011131,565,191,272,0,14,43,45
S01011132,745,207,419,0,9,49,61
S01011133,375,102,202,0,10,26,35
S01011134,665,186,299,0,33,86,61
S01011135,633,211,281,2,23,58,58
S01011136,563,166,291,0,17,31,58
S01011137,369,110,182,0,26,30,21
S01011138,482,157,235,0,19,42,29
S01011139,1117,647,368,1,34,52,15
S01011140,428,147,192,0,14,53,22
S01011141,435,143,206,0,14,50,22
S01011142,932,408,440,0,16,39,29
S01011143,780,170,485,0,16,55,54
S01011144,597,150,357,0,14,34,42
S01011145,541,129,339,0,10,32,31
S01011146,586,158,323,0,21,49,35
S01011147,841,256,414,0,27,70,74
S01011148,652,178,341,4,39,51,39
S01011149,701,290,298,0,28,69,16
S01011150,319,99,169,2,19,30,0
S01011151,429,93,274,0,13,36,13
S01011152,589,131,312,4,16,79,47
S01011153,748,228,323,2,24,92,79
S01011154,495,173,159,3,24,85,51
S01011155,556,162,227,4,22,68,73
S01011156,488,121,295,0,13,34,25
S01011157,514,110,309,0,11,39,45
S01011158,446,74,301,0,4,23,44
S01011159,471,139,195,0,15,53,69
S01011160,746,247,354,0,32,66,47
S01011161,496,170,233,0,22,45,26
S01011162,366,118,168,0,16,39,25
S01011163,671,235,293,1,18,68,56
S01011164,590,155,302,0,22,46,65
S01011165,624,216,243,0,28,68,69
S01011166,434,78,275,0,10,28,43
S01011167,641,138,385,3,15,48,52
S01011168,707,176,422,0,10,59,40
S01011169,706,215,402,0,26,47,16
S01011170,756,166,422,0,31,86,51
S01011171,789,179,455,2,21,62,70
S01011172,647,161,347,1,11,61,66
S01011173,507,111,270,4,10,46,66
S01011174,408,111,193,0,11,39,54
S01011175,439,117,205,0,19,49,49
S01011176,496,108,267,2,16,37,66
S01011177,741,192,369,3,33,69,75
S01011178,394,114,202,0,15,35,28
S01011179,509,161,236,4,15,51,42
S01011180,540,216,211,0,24,38,51
S01011181,401,89,264,0,11,20,17
S01011182,349,67,246,2,4,15,15
S01011183,475,125,274,0,16,21,39
S01011184,650,127,450,0,10,32,31
S01011185,600,149,352,0,9,35,55
S01011186,790,218,380,2,27,84,79
S01011187,599,146,370,1,14,33,35
S01011188,785,237,341,2,39,88,78
S01011189,706,204,314,0,26,68,94
S01011190,525,185,204,0,23,59,54
S01011191,436,138,207,0,15,38,38
S01011192,554,181,265,0,25,58,25
S01011193,540,225,221,0,19,54,21
S01011194,553,207,213,2,37,60,34
S01011195,588,200,260,2,34,58,34
S01011196,704,235,282,6,29,90,62
S01011197,657,252,274,0,27,73,31
S01011198,486,173,217,0,16,49,31
S01011199,639,229,274,2,29,69,36
S01011200,620,185,294,2,31,66,42
S01011201,508,142,259,1,19,35,52
S01011202,689,231,290,5,36,81,46
S01011203,664,208,313,0,18,52,73
S01011204,474,117,287,0,15,23,32
S01011205,496,140,313,0,5,34,4
S01011206,567,163,309,2,32,41,20
S01011207,622,179,322,1,19,48,53
S01011208,728,227,418,1,19,32,31
S01011209,514,179,211,2,19,58,45
S01011210,602,156,373,2,13,39,19
S01011211,547,149,319,3,18,39,19
S01011212,419,140,210,2,8,36,23
S01011213,815,286,350,0,30,90,59
S01011214,729,253,303,0,30,63,80
S01011215,459,194,180,0,12,43,30
S01011216,376,172,99,0,15,53,37
S01011217,643,265,209,0,33,68,68
S01011218,504,220,163,0,20,61,40
S01011219,644,241,264,1,18,71,49
S01011220,737,266,294,0,26,94,57
S01011221,767,279,304,3,25,82,74
S01011222,555,153,267,3,21,59,52
S01011223,646,191,315,0,27,55,58
S01011224,598,191,252,0,19,62,74
S01011225,564,235,191,0,18,70,50
S01011226,858,164,503,3,18,42,128
S01011227,603,246,208,0,27,70,52
S01011228,674,223,229,1,28,102,91
S01011229,445,189,127,0,19,57,53
S01011230,825,352,154,1,41,136,141
S01011231,503,165,193,0,27,56,62
S01011232,821,339,264,1,41,122,54
S01011233,311,110,152,2,10,17,20
S01011234,788,338,269,0,31,85,65
S01011235,311,133,101,2,17,31,27
S01011236,476,187,179,2,11,53,44
S01011237,596,245,210,2,24,71,44
S01011238,516,236,126,4,35,77,38
S01011239,628,231,166,2,27,108,94
S01011240,633,289,134,4,35,108,63
S01011241,914,278,370,2,43,93,128
S01011242,681,202,284,5,16,71,103
S01011243,757,324,168,1,38,133,93
S01011244,576,286,131,0,29,88,42
S01011245,720,282,269,2,25,77,65
S01011246,747,212,362,2,36,69,66
S01011247,721,149,429,0,11,52,80
S01011248,630,179,340,0,14,45,52
S01011249,617,154,362,0,15,44,42
S01011250,800,372,250,0,44,96,38
