,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01012479,554,320,58,116,1,6,28,25
S01012480,480,116,88,143,7,33,61,32
S01012481,686,188,98,246,14,16,75,49
S01012482,690,250,72,163,8,8,54,135
S01012483,811,214,86,295,16,24,91,85
S01012484,636,346,40,129,6,12,41,62
S01012485,665,370,66,107,4,20,37,61
S01012486,464,280,12,72,5,13,21,61
S01012487,529,218,66,145,1,21,41,37
S01012488,807,354,92,198,7,24,41,91
S01012489,818,182,140,303,5,47,94,47
S01012490,860,162,138,317,19,41,117,66
S01012491,359,68,66,142,2,14,52,15
S01012492,699,132,104,293,12,23,85,50
S01012493,603,214,46,130,8,23,89,93
S01012494,714,328,66,189,2,25,35,69
S01012495,862,324,94,250,7,30,66,91
S01012496,639,254,66,188,1,21,39,70
S01012497,426,168,40,130,1,16,32,39
S01012498,637,214,90,197,5,26,60,45
S01012499,514,176,74,161,7,23,37,36
S01012500,377,148,40,126,0,12,32,19
S01012501,449,108,70,181,1,20,46,23
S01012502,602,150,106,230,2,21,52,41
S01012503,523,178,54,173,4,20,32,62
S01012504,489,168,64,149,1,23,48,36
S01012505,866,308,104,272,9,23,69,81
S01012506,419,208,38,97,6,10,26,34
S01012507,815,338,100,207,5,22,59,84
S01012508,653,282,65,174,1,20,49,62
S01012509,459,218,36,111,1,14,23,56
S01012510,710,404,68,137,1,16,41,43
S01012511,552,260,56,133,3,12,44,44
S01012512,515,272,36,132,2,14,30,29
S01012513,446,264,36,87,3,13,22,21
S01012514,738,398,98,155,2,29,37,19
S01012515,529,196,50,135,3,13,63,69
S01012516,536,292,44,100,6,13,37,44
S01012517,694,294,82,189,6,19,53,51
S01012518,486,260,30,104,6,11,36,39
S01012519,460,210,42,103,5,15,40,45
S01012520,672,354,76,138,4,8,30,62
S01012521,437,182,50,107,7,13,31,47
S01012522,737,470,42,144,5,9,22,45
S01012523,749,398,58,153,6,20,38,76
S01012524,777,428,30,139,6,9,45,120
S01012525,632,374,38,112,7,12,39,50
S01012526,665,420,36,115,2,15,22,55
S01012527,539,338,34,89,2,6,20,50
S01012528,660,289,74,174,4,19,52,48
S01012529,599,280,40,161,3,17,44,54
S01012530,759,440,60,130,4,14,20,91
S01012531,616,338,64,120,2,17,33,42
S01012532,660,372,78,116,1,8,38,47
S01012533,467,202,52,117,5,15,30,46
S01012534,479,194,52,124,1,12,43,53
S01012535,685,298,88,167,4,18,46,64
S01012536,623,310,48,167,0,14,36,48
S01012537,619,274,70,161,4,9,42,59
S01012538,862,362,138,205,6,25,60,66
S01012539,584,284,58,126,2,22,36,56
S01012540,568,262,60,144,2,14,39,47
S01012541,859,450,84,211,6,14,49,45
S01012542,724,416,42,142,5,14,40,65
S01012543,549,330,56,99,6,7,25,26
S01012544,624,358,60,126,3,11,29,37
S01012545,377,152,70,77,0,8,23,47
S01012546,648,330,94,132,5,16,34,37
S01012547,627,394,32,113,3,11,29,45
S01012548,712,400,72,120,8,14,29,69
S01012549,438,180,46,126,1,17,38,30
S01012550,670,314,64,161,3,26,51,51
S01012551,677,422,54,132,2,7,27,33
S01012552,761,512,56,133,1,14,14,31
S01012553,652,368,76,139,1,11,35,22
S01012554,387,228,32,76,1,11,24,15
S01012555,437,272,36,84,4,11,17,13
S01012556,486,314,26,96,1,3,15,31
S01012557,533,346,30,89,11,5,13,39
S01012558,489,180,62,142,1,14,60,30
S01012559,661,216,82,166,4,28,74,91
S01012560,446,222,56,69,0,9,39,51
S01012561,626,292,56,141,3,28,50,56
S01012562,641,196,114,178,3,28,57,65
S01012563,560,390,8,100,2,5,8,47
S01012564,703,440,32,118,1,8,32,72
S01012565,663,360,36,120,6,15,40,86
S01012566,642,226,74,174,4,29,65,70
S01012567,875,314,122,225,4,41,87,82
S01012568,519,320,24,93,8,7,24,43
S01012569,641,396,32,127,6,11,13,56
S01012570,390,212,50,76,4,8,16,24
S01012571,670,344,76,141,9,23,41,36
S01012572,430,230,52,79,4,9,16,40
S01012573,664,438,60,99,2,10,20,35
S01012574,715,448,58,119,4,10,24,52
S01012575,540,316,40,100,5,14,32,33
S01012576,623,326,50,128,3,21,32,63
S01012577,616,344,72,109,3,8,43,37
S01012578,793,412,58,153,5,19,46,100
S01012579,547,306,54,106,3,15,32,31
S01012580,620,350,88,111,5,13,24,29
S01012581,577,214,72,173,8,19,29,62
S01012582,728,420,82,142,3,15,28,38
S01012583,584,280,66,138,3,24,23,50
S01012584,619,332,48,125,3,22,35,54
S01012585,676,258,94,176,6,22,55,65
S01012586,657,394,72,134,2,10,19,26
S01012587,708,428,54,147,5,15,25,34
S01012588,520,308,44,107,2,8,25,26
S01012589,565,286,54,139,9,9,24,44
S01012590,653,276,86,172,10,21,39,49
S01012591,653,312,60,152,2,19,40,68
S01012592,455,296,40,81,1,9,13,15
S01012593,676,428,54,120,0,18,18,38
S01012594,395,214,20,88,0,10,27,36
S01012595,532,248,52,139,6,14,31,42
S01012596,614,280,72,146,2,26,43,45
S01012597,351,196,64,54,3,9,17,8
S01012598,582,318,66,125,2,9,20,42
S01012599,565,292,46,135,5,15,26,46
S01012600,595,322,48,150,3,3,33,36
S01012601,724,452,48,138,3,17,27,39
S01012602,507,182,48,143,4,21,50,59
S01012603,588,252,62,162,1,11,54,46
S01012604,561,280,62,135,3,12,30,39
S01012605,436,232,35,92,1,11,26,39
S01012606,550,384,72,75,3,3,9,4
S01012607,624,348,54,144,2,14,31,31
S01012608,674,322,70,164,1,9,40,68
S01012609,680,296,66,185,6,22,46,59
S01012610,719,244,112,212,8,38,56,49
S01012611,697,384,46,166,1,11,40,49
S01012612,606,316,48,145,5,17,29,46
S01012613,549,266,62,145,0,18,26,32
S01012614,853,430,92,201,1,28,42,59
S01012615,572,310,56,111,2,14,31,48
S01012616,753,450,60,147,2,11,34,49
S01012617,329,196,32,68,3,8,7,15
S01012618,443,242,32,114,1,12,16,26
S01012619,457,178,46,127,0,22,45,39
S01012620,646,420,26,115,6,7,20,52
S01012621,497,268,46,95,2,14,26,46
S01012622,600,298,54,133,1,18,50,46
S01012623,555,224,56,157,6,13,41,58
S01012624,588,254,56,145,3,15,54,61
S01012625,455,194,54,117,1,9,43,37
S01012626,412,232,36,77,3,11,20,33
S01012627,429,192,48,100,5,19,41,24
S01012628,706,452,68,128,2,12,18,26
S01012629,386,228,24,72,2,10,20,30
S01012630,769,264,86,187,12,30,77,113
S01012631,727,282,88,233,10,25,54,35
S01012632,590,374,40,114,4,8,31,19
S01012633,568,354,42,110,4,17,19,22
S01012634,574,248,56,141,2,16,63,48
S01012635,873,532,82,160,5,15,32,47
S01012636,502,284,68,89,5,10,19,27
S01012637,664,260,96,184,1,24,43,56
S01012638,718,352,64,137,8,35,34,88
S01012639,683,344,60,181,1,12,33,52
S01012640,774,296,128,209,6,20,64,51
S01012641,826,388,82,185,10,26,33,102
S01012642,653,240,80,188,0,28,46,71
S01012643,375,200,46,78,1,9,14,27
S01012644,536,238,62,133,1,19,28,55
S01012645,639,338,50,125,5,18,37,66
S01012646,764,448,70,145,0,26,33,42
S01012647,529,300,98,85,1,15,22,8
S01012648,438,176,44,133,2,18,27,38
S01012649,517,266,44,144,3,8,17,35
S01012650,497,292,36,103,2,3,28,33
S01012651,523,202,59,131,4,17,52,58
S01012652,883,556,62,180,1,10,22,52
S01012653,704,288,96,219,10,20,32,39
S01012654,614,352,56,131,3,20,20,32
S01012655,864,430,90,203,6,23,38,74
S01012656,673,266,78,176,3,25,54,71
S01012657,455,194,38,131,1,17,25,49
S01012658,818,474,56,170,3,8,34,73
S01012659,771,512,64,141,3,19,17,15
S01012660,591,264,40,159,4,9,39,76
S01012661,645,326,64,148,3,25,37,42
S01012662,633,274,62,157,1,23,46,70
S01012663,597,356,48,124,3,9,25,32
S01012664,769,344,70,188,4,28,62,73
S01012665,565,238,56,163,2,19,42,45
S01012666,553,232,52,131,2,25,38,73
S01012667,482,184,48,161,0,14,43,32
S01012668,597,230,68,164,5,20,52,58
S01012669,618,390,32,124,3,12,21,36
S01012670,613,380,46,118,2,11,16,40
S01012671,729,368,72,171,1,13,39,65
S01012672,588,188,72,173,3,27,71,54
S01012673,478,168,48,169,3,15,35,40
S01012674,441,154,44,145,2,19,37,40
S01012675,641,232,80,205,3,23,52,46
S01012676,634,310,60,177,1,14,34,38
S01012677,476,202,60,121,2,15,42,34
S01012678,559,318,66,116,0,15,21,23
S01012679,668,344,70,149,8,11,34,52
S01012680,437,274,34,85,4,9,7,24
S01012681,568,268,62,132,6,20,27,53
S01012682,590,332,56,99,0,12,29,62
S01012683,604,262,76,163,2,22,42,37
S01012684,396,228,26,81,3,9,30,19
S01012685,623,284,68,154,4,11,57,45
S01012686,786,430,68,166,5,24,36,57
S01012687,456,312,16,65,4,2,10,47
S01012688,692,250,84,192,9,23,63,71
S01012689,388,248,22,75,2,14,11,16
S01012690,424,280,26,76,1,5,15,21
S01012691,595,372,24,126,4,22,19,28
S01012692,607,316,44,138,2,12,30,65
S01012693,701,470,38,136,4,13,19,21
S01012694,363,214,44,52,6,3,17,27
S01012695,651,402,64,124,4,12,17,28
S01012696,562,344,44,112,4,13,18,27
S01012697,405,272,18,70,1,6,16,22
S01012698,653,398,54,114,2,13,22,50
S01012699,847,472,52,194,4,26,36,63
S01012700,655,398,42,137,1,19,25,33
S01012701,467,298,28,90,1,6,13,31
S01012702,483,244,62,107,3,11,24,32
S01012703,464,282,34,115,3,9,17,4
S01012704,597,262,62,190,1,8,36,38
S01012705,584,381,36,128,4,11,9,15
S01012706,557,254,36,164,4,16,34,49
S01012707,728,486,30,152,4,11,21,24
S01012708,595,234,50,168,5,21,66,51
S01012709,430,198,34,91,4,19,36,48
S01012710,601,242,56,170,5,16,56,56
S01012711,663,224,46,228,3,36,77,49
S01012712,695,452,30,115,11,19,11,57
S01012713,614,342,32,126,3,14,21,76
S01012714,516,336,20,84,5,8,15,48
S01012715,624,196,66,190,9,36,56,71
S01012716,699,412,34,145,3,15,28,62
S01012717,869,292,82,253,8,45,71,118
S01012718,821,350,92,209,17,30,58,65
S01012719,688,222,84,231,6,35,64,46
S01012720,464,108,82,198,8,23,32,13
S01012721,538,276,62,108,5,13,19,55
S01012722,631,204,54,200,0,33,79,61
S01012723,572,176,54,196,7,32,51,56
S01012724,631,226,86,156,5,29,49,80
S01012725,767,264,72,267,6,35,68,55
S01012726,519,242,30,126,4,18,36,63
S01012727,566,226,36,205,2,28,31,38
S01012728,572,148,76,221,7,30,55,35
S01012729,671,350,38,175,6,21,41,40
S01012730,451,170,76,116,0,19,35,35
S01012731,626,302,52,164,4,27,35,42
S01012732,550,280,52,133,3,28,29,25
S01012733,764,474,96,139,3,18,17,17
S01012734,425,300,44,60,1,8,6,6
S01012735,401,194,38,106,1,8,29,25
S01012736,739,370,82,171,0,39,36,41
S01012737,634,342,90,127,3,24,21,27
S01012738,506,218,32,167,0,14,32,43
S01012739,614,380,100,104,3,9,13,5
S01012740,624,378,84,108,2,20,21,11
S01012741,489,260,42,120,4,12,31,20
S01012742,593,394,28,110,2,10,19,30
S01012743,506,312,22,111,1,13,15,32
S01012744,575,350,52,117,3,9,26,18
S01012745,602,390,34,106,0,10,17,45
S01012746,630,346,86,135,2,15,29,17
S01012747,684,330,56,178,2,30,36,52
S01012748,648,184,56,242,7,34,59,66
S01012749,685,226,94,242,7,31,47,38
S01012750,615,200,90,201,8,32,48,36
S01012751,706,322,62,168,6,19,46,83
S01012752,670,284,64,198,12,25,47,40
S01012753,386,120,48,123,3,19,32,41
S01012754,476,202,44,137,4,16,32,41
S01012755,417,118,32,148,2,22,49,46
S01012756,460,204,20,115,4,11,37,69
S01012757,400,162,34,113,4,10,36,41
S01012758,499,206,50,133,7,21,45,37
S01012759,585,190,68,187,2,28,58,52
S01012760,735,230,80,269,9,23,65,59
S01012761,654,286,74,184,2,11,46,51
S01012762,609,304,48,153,0,14,31,59
S01012763,349,138,22,115,0,15,30,29
S01012764,623,250,48,196,6,23,39,61
S01012765,585,296,34,163,2,12,32,46
S01012766,693,326,60,195,3,15,51,43
S01012767,483,296,54,87,0,11,6,29
S01012768,616,418,22,118,1,17,12,28
S01012769,330,208,20,74,4,1,7,16
S01012770,698,306,66,181,2,15,53,75
S01012771,602,222,56,193,3,25,47,56
S01012772,544,230,32,176,1,22,44,39
S01012773,731,318,64,198,9,27,47,68
S01012774,711,278,106,202,7,30,47,41
S01012775,369,156,26,108,2,13,28,36
S01012776,637,240,92,189,1,23,45,47
S01012777,710,366,112,161,5,26,26,14
S01012778,543,228,72,150,3,27,43,20
S01012779,340,114,42,126,2,17,26,13
S01012780,567,186,62,201,3,25,49,41
S01012781,553,288,64,128,2,11,28,32
S01012782,509,156,42,184,5,29,41,52
S01012783,558,178,82,180,4,25,52,37
S01012784,629,222,88,178,4,23,58,56
S01012785,595,144,74,204,6,26,84,57
S01012786,589,110,56,255,5,44,77,42
S01012787,447,194,64,133,5,12,20,19
S01012788,495,172,56,171,5,29,27,35
S01012789,619,330,32,161,5,13,40,38
S01012790,485,234,56,120,3,15,23,34
S01012791,607,352,36,118,5,7,29,60
S01012792,757,280,76,208,7,37,66,83
S01012793,558,156,42,205,9,25,65,56
S01012794,551,188,70,151,9,30,59,44
S01012795,845,312,68,298,7,43,66,51
S01012796,611,252,94,175,0,15,43,32
S01012797,548,218,92,159,5,19,33,22
S01012798,593,320,30,135,3,17,41,47
S01012799,666,360,32,128,8,18,34,86
S01012800,734,408,64,152,6,19,35,50
S01012801,390,186,28,73,8,18,20,57
S01012802,486,326,8,116,3,10,13,10
S01012803,573,344,22,142,4,10,20,31
S01012804,624,252,42,200,4,21,41,64
S01012805,742,308,68,222,4,28,45,67
S01012806,564,282,46,146,0,15,41,34
S01012807,474,314,16,108,0,8,10,18
S01012808,873,472,52,184,7,17,53,88
S01012809,530,204,58,171,3,22,39,33
S01012810,724,224,58,255,3,24,70,90
S01012811,663,334,32,166,7,18,35,71
S01012812,557,278,52,150,6,7,32,32
S01012813,768,506,42,144,2,10,16,48
S01012814,640,360,78,136,1,17,26,22
S01012815,625,364,82,119,2,22,19,17
S01012816,434,210,62,100,2,18,23,19
S01012817,383,242,38,70,5,12,12,4
S01012818,627,396,44,140,5,9,16,17
S01012819,606,204,48,186,3,34,58,73
S01012820,778,434,110,167,6,18,32,11
S01012821,553,280,98,105,19,24,19,8
S01012822,365,78,34,146,2,33,43,29
S01012823,622,354,74,134,10,14,20,16
S01012824,521,246,64,141,3,14,24,29
S01012825,418,150,38,126,2,25,46,31
S01012826,439,86,64,204,4,23,48,10
S01012827,478,276,78,84,10,14,11,5
S01012828,462,244,84,88,2,19,12,13
S01012829,653,244,74,209,3,27,47,49
S01012830,565,262,48,144,6,18,37,50
S01012831,560,222,34,141,4,28,47,84
S01012832,436,192,42,131,2,13,22,34
S01012833,572,182,46,207,5,37,53,42
S01012834,502,198,44,148,2,37,37,36
S01012835,696,290,80,196,4,28,33,65
S01012836,487,290,44,115,2,18,11,7
S01012837,579,98,70,247,5,38,88,33
S01012838,708,114,78,331,5,54,88,38
S01012839,578,320,56,132,6,16,28,20
S01012840,584,362,64,103,6,13,29,7
S01012841,497,318,28,94,1,16,20,20
S01012842,407,230,42,89,3,9,16,18
S01012843,774,488,66,153,3,6,13,45
S01012844,561,356,26,121,4,8,14,32
S01012845,554,300,34,151,0,7,26,36
S01012846,807,240,76,274,5,48,57,107
S01012847,456,232,26,111,5,14,23,45
S01012848,582,314,76,126,11,8,19,28
S01012849,564,198,106,157,2,25,44,32
S01012850,623,232,62,164,7,32,44,82
S01012851,698,340,41,174,7,24,38,74
S01012852,592,338,40,129,7,11,23,44
S01012853,688,408,32,161,6,6,16,59
S01012854,695,328,70,191,8,26,21,51
S01012855,539,246,74,160,3,14,23,19
S01012856,608,188,70,169,3,23,54,101
S01012857,713,252,54,219,4,24,58,102
S01012858,614,152,62,248,2,32,64,54
S01012859,845,282,138,284,4,34,51,52
S01012860,689,340,40,168,7,14,31,89
S01012861,592,284,54,158,9,12,29,46
S01012862,519,120,28,213,5,27,70,56
S01012863,556,90,58,244,5,38,83,38
S01012864,660,132,86,298,1,31,75,37
S01012865,670,294,54,161,5,19,51,86
S01012866,638,236,74,191,4,27,44,62
S01012867,645,228,44,193,5,31,53,91
S01012868,501,144,50,162,4,33,55,53
S01012869,424,84,42,204,0,22,37,35
S01012870,806,424,42,197,1,20,48,74
S01012871,699,346,62,170,7,23,35,56
S01012872,577,238,56,197,5,20,31,30
S01012873,655,294,78,183,4,19,43,34
S01012874,637,222,36,215,6,35,62,61
S01012875,486,150,62,170,4,24,39,37
S01012876,665,246,56,203,4,37,56,63
S01012877,631,272,32,171,8,19,48,81
S01012878,774,452,54,199,1,17,19,32
S01012879,609,312,40,158,4,13,20,62
S01012880,759,448,26,180,8,8,26,63
S01012881,742,376,46,181,5,12,32,90
S01012882,494,188,42,160,2,26,35,41
S01012883,529,142,36,156,3,33,80,79
S01012884,451,192,26,119,5,16,33,60
S01012885,391,82,50,145,2,30,39,43
S01012886,651,382,54,136,2,13,16,48
S01012887,631,344,56,134,5,12,19,61
S01012888,676,432,28,130,5,7,19,55
S01012889,661,376,86,124,1,17,38,19
S01012890,549,206,56,191,3,17,42,34
S01012891,456,192,42,122,5,11,35,49
S01012892,930,300,54,342,9,38,73,114
S01012893,598,214,32,195,1,17,62,77
S01012894,606,316,62,150,1,24,26,27
S01012895,411,236,42,92,2,9,12,18
S01012896,761,292,62,174,2,43,125,63
S01012897,473,278,48,94,3,10,17,23
S01012898,401,250,42,86,1,8,7,7
S01012899,477,144,36,123,5,39,92,38
S01012900,459,280,30,96,2,7,17,27
S01012901,569,230,70,162,10,12,40,45
S01012902,629,292,80,160,4,24,31,38
S01012903,683,286,66,195,2,32,48,54
S01012904,633,266,58,186,4,27,48,44
S01012905,490,146,60,171,1,29,59,24
S01012906,783,296,90,204,4,43,75,71
S01012907,736,328,54,187,3,21,51,92
S01012908,603,258,52,154,1,15,61,62
S01012909,512,184,70,99,0,30,54,75
S01012910,729,228,60,211,7,41,110,72
S01012911,631,322,48,145,5,23,33,55
S01012912,580,238,52,159,5,17,41,68
S01012913,732,320,58,185,7,18,64,80
S01012914,711,294,88,189,3,28,61,48
S01012915,808,388,94,199,1,23,37,66
S01012916,571,268,46,148,4,15,40,50
S01012917,587,358,16,138,1,9,19,46
S01012918,417,150,54,116,1,15,27,54
S01012919,397,184,28,98,2,8,20,57
S01012920,506,316,22,89,4,14,19,42
S01012921,594,258,50,161,3,23,47,52
S01012922,784,372,80,190,5,26,56,55
S01012923,578,266,48,160,3,14,39,48
S01012924,422,200,36,115,3,15,28,25
S01012925,413,254,22,98,1,7,12,19
S01012926,593,264,64,171,4,22,31,37
S01012927,628,300,56,179,5,18,35,35
S01012928,675,328,56,168,5,12,33,73
S01012929,641,352,40,156,4,11,26,52
S01012930,739,254,74,182,15,31,64,119
S01012931,730,286,108,170,4,24,70,68
S01012932,423,242,14,106,6,8,18,29
S01012933,675,304,56,185,2,20,40,68
S01012934,605,270,42,149,6,24,51,63
S01012935,717,362,64,166,2,11,39,73
S01012936,619,274,54,149,5,26,47,64
S01012937,581,258,60,156,5,24,34,44
S01012938,600,354,26,110,6,19,22,63
S01012939,500,324,26,118,2,8,5,17
S01012940,579,350,50,128,5,5,18,23
S01012941,600,396,36,131,2,9,17,9
S01012942,624,234,66,172,8,29,51,64
S01012943,575,334,54,113,1,14,32,27
S01012944,418,274,18,75,4,11,15,21
S01012945,543,380,22,105,3,9,15,9
S01012946,691,414,54,159,2,16,23,23
S01012947,372,248,12,89,4,2,8,9
S01012948,572,350,40,131,4,10,25,12
S01012949,595,360,30,143,0,16,21,25
S01012950,678,442,36,171,2,12,9,6
S01012951,649,442,76,101,2,8,14,6
S01012952,525,354,20,96,4,12,10,29
S01012953,568,330,44,125,2,17,26,24
S01012954,392,226,42,90,2,5,13,14
S01012955,721,416,66,166,2,24,21,26
S01012956,783,342,66,205,7,20,55,88
S01012957,540,244,44,146,3,16,41,46
S01012958,435,230,30,120,1,11,17,26
S01012959,466,230,48,137,2,15,23,11
S01012960,502,254,46,131,2,15,25,29
S01012961,416,252,36,93,0,7,17,11
S01012962,555,346,42,125,2,4,17,19
S01012963,616,402,42,129,2,13,16,12
S01012964,449,272,50,97,0,9,13,8
S01012965,466,238,52,128,2,11,23,12
S01012966,529,284,48,125,2,19,28,23
S01012967,397,202,28,111,0,10,22,24
S01012968,517,260,48,139,4,16,33,17
S01012969,570,272,60,129,3,13,42,51
S01012970,489,254,44,117,3,9,30,32
S01012971,638,282,51,219,2,22,40,22
S01012972,612,264,78,168,3,26,36,37
S01012973,647,320,72,138,2,17,33,65
S01012974,781,360,74,191,2,29,44,81
S01012975,491,216,58,110,3,15,30,59
S01012976,427,186,61,108,0,13,27,32
S01012977,559,216,78,165,4,34,33,29
S01012978,647,254,70,194,1,31,62,35
S01012979,487,280,40,104,4,10,25,24
S01012980,527,204,76,164,0,18,35,30
S01012981,622,226,68,202,1,25,63,37
S01012982,662,306,80,154,4,19,59,40
S01012983,633,338,50,147,2,13,28,55
S01012984,530,228,58,148,2,16,32,46
S01012985,659,374,28,153,0,16,31,57
S01012986,626,242,62,180,1,21,54,66
S01012987,632,268,68,157,7,18,37,77
S01012988,744,326,56,182,3,18,58,101
S01012989,767,360,62,202,2,22,51,68
S01012990,516,206,28,134,6,18,47,77
S01012991,644,296,66,164,1,29,28,60
S01012992,659,276,54,175,3,22,47,82
S01012993,585,208,72,166,7,16,44,72
S01012994,760,206,84,257,11,30,88,84
S01012995,662,344,74,162,1,15,36,30
S01012996,550,250,38,185,3,10,39,25
S01012997,392,186,32,96,4,14,28,32
S01012998,836,444,82,208,7,16,37,42
S01012999,397,184,34,109,2,15,21,32
S01013000,549,248,46,139,4,18,43,51
S01013001,320,210,16,58,5,11,9,11
S01013002,402,246,32,75,1,11,21,16
S01013003,522,384,20,79,0,4,5,30
S01013004,526,348,24,85,3,9,22,35
S01013005,572,346,38,107,7,19,14,41
S01013006,500,328,38,96,4,2,14,18
S01013007,758,464,58,140,0,8,33,55
S01013008,615,340,64,121,6,17,29,38
S01013009,526,256,44,101,3,21,49,52
S01013010,478,282,42,83,7,9,13,42
S01013011,512,310,50,90,4,12,21,25
S01013012,531,242,56,143,1,9,38,42
S01013013,566,320,54,104,2,14,17,55
S01013014,607,302,66,127,4,14,38,56
S01013015,607,374,46,107,1,13,23,43
S01013016,496,332,26,83,8,12,16,19
S01013017,659,370,40,135,3,17,45,49
S01013018,770,490,50,130,3,20,31,46
S01013019,687,400,74,142,7,11,21,32
S01013020,405,172,56,80,7,4,34,52
S01013021,376,206,36,82,1,8,23,20
S01013022,324,126,44,105,6,6,22,15
S01013023,706,488,32,114,7,13,15,37
S01013024,422,248,34,74,4,7,18,37
S01013025,435,248,40,92,9,8,16,22
S01013026,767,380,98,172,5,25,40,47
S01013027,794,308,84,239,5,23,60,75
S01013028,393,196,54,92,1,6,21,23
S01013029,490,208,60,125,3,19,29,46
S01013030,481,202,78,139,2,16,22,22
S01013031,505,178,54,163,2,25,43,40
S01013032,571,320,96,104,6,21,16,8
S01013033,512,242,94,121,4,15,17,19
S01013034,576,264,76,146,1,10,39,40
S01013035,548,190,86,155,4,23,47,43
S01013036,605,234,64,206,5,19,37,40
S01013037,596,340,66,127,4,13,23,23
S01013038,801,324,91,229,7,32,47,71
S01013039,427,254,38,108,0,4,10,13
S01013040,544,230,54,124,9,18,40,69
S01013041,485,222,58,126,0,12,30,37
S01013042,650,304,92,168,3,17,33,33
S01013043,558,222,58,164,9,14,39,52
S01013044,644,274,74,182,5,26,47,36
S01013045,541,284,46,125,1,15,38,32
S01013046,420,176,54,107,1,18,31,33
S01013047,703,444,76,126,2,7,24,24
S01013048,684,318,94,179,2,20,41,30
S01013049,685,376,62,159,1,18,31,38
S01013050,629,266,58,182,6,16,46,55
S01013051,763,310,82,214,5,20,63,69
S01013052,637,252,58,151,7,34,45,90
S01013053,523,150,54,180,11,23,64,41
S01013054,572,257,86,121,4,9,31,64
S01013055,581,188,86,177,3,15,47,65
S01013056,774,315,80,223,4,23,54,75
S01013057,641,196,84,233,5,21,66,36
S01013058,420,260,56,69,5,6,14,10
S01013059,669,342,58,125,11,10,28,95
S01013060,425,236,30,101,7,4,17,30
S01013061,683,460,32,94,10,6,24,57
S01013062,692,370,66,143,7,9,23,74
S01013063,665,362,46,145,8,12,35,57
S01013064,714,358,76,153,3,11,46,67
S01013065,731,260,86,252,2,22,49,60
S01013066,576,248,64,167,4,20,41,32
S01013067,761,62,116,516,15,9,34,9
S01013068,654,96,92,345,15,24,56,26
S01013069,668,102,82,426,5,12,23,18
S01013070,498,68,88,276,6,14,33,13
S01013071,713,60,106,484,10,13,28,12
S01013072,433,162,50,124,2,17,38,40
S01013073,591,138,104,254,8,26,40,21
S01013074,522,140,64,191,2,32,44,49
S01013075,748,178,78,275,5,28,88,96
S01013076,365,144,56,117,3,10,17,18
S01013077,544,202,60,154,5,25,50,48
S01013078,436,142,58,152,0,19,40,25
S01013079,785,414,86,200,7,20,36,22
S01013080,723,326,74,205,7,13,40,58
S01013081,548,340,42,95,4,5,20,42
